anomaly_id,anomaly_code,base_id,base_code
4e0adaab-cf54-4a08-b1f8-27afdd44f896,ДАВіО-172-8-544553,10c7c750-86ed-4241-9051-acf9b4860501,ДАВіО-172-8-54
aabc6568-d433-470a-91f2-5e59c2ca83c1,ДАВіО-172-8-573574,e1c40d5f-00eb-4435-b36d-b8440039c69e,ДАВіО-172-8-57
28c6b4f5-e0c7-4d95-ae08-a9d831306efc,ДАВіО-172-8-585587,dba56a22-e7d5-4341-9ec4-f267bc254dd0,ДАВіО-172-8-58
69028961-df51-49f8-82f7-266b872e521d,ДАВіО-172-8-595598,4ae22d73-864c-4b15-b266-0bae6f9bdd76,ДАВіО-172-8-59
cc474b54-d2fa-4c11-89d9-444f7d06e826,ДАВіО-172-8-600601,0f1b7ffd-c5a0-49f2-9751-c0fbe653924c,ДАВіО-172-8-60
2c716e33-e176-4a6b-984a-473e3f99e546,ДАВіО-172-8-651652,d54acb67-b9fd-4eab-a9f5-abf6629fa733,ДАВіО-172-8-65
2b99cca4-913e-4c10-9212-c3b21ea7dabf,ДАВіО-172-8-658659,d54acb67-b9fd-4eab-a9f5-abf6629fa733,ДАВіО-172-8-65
9e6a2ed8-bfd9-4bf9-9123-f0a1cac206d5,ДАВіО-172-8-655656,d54acb67-b9fd-4eab-a9f5-abf6629fa733,ДАВіО-172-8-65
bff2f57d-dafd-409b-a932-f09ede9e457f,ДАВіО-172-9-141145,d55c42a8-3c64-48e9-a877-d00e68ad2dd7,ДАВіО-172-9-14
3c17e437-4f08-4213-ba5e-7ac46fb0dca9,ДАВіО-172-9-149152,d55c42a8-3c64-48e9-a877-d00e68ad2dd7,ДАВіО-172-9-14
2ed9f3ad-eef0-4323-b390-84921a7c48e1,ДАВіО-172-9-234236,5788e2e4-816a-47e9-be68-c219032b432a,ДАВіО-172-9-23
2ca1d11a-b857-4711-93d3-0120c5a2c1cb,ДАВіО-172-9-267277,3eb74aca-eb98-46e6-ae8e-5b12c971bc14,ДАВіО-172-9-26
6314e104-7b2d-4944-9e5d-1877db6c7ee5,ДАВіО-172-9-287289,d4fc6ccc-60e9-479f-ae99-91482b1f4483,ДАВіО-172-9-28
be7c370a-634e-4da4-b8dc-6bd607a163c5,ДАВіО-172-9-284285,d4fc6ccc-60e9-479f-ae99-91482b1f4483,ДАВіО-172-9-28
a22396c0-d480-4276-b1b7-3f69cb956127,ДАВіО-172-9-292293,540a297f-b7e7-4c7f-9b07-e7813b74493d,ДАВіО-172-9-29
e023b472-a19b-491c-a524-6455da8d391a,ДАВіО-172-9-328329,a260619f-21e0-479e-98ef-671af7d6c6d5,ДАВіО-172-9-32
82005efe-7216-4cda-ba71-64ab2cb553df,ДАВіО-172-9-332369,d92981f0-1b08-45a9-a412-3376544ea542,ДАВіО-172-9-33
a170a28c-5d8c-4a30-b861-1d5e72c516e7,ДАВіО-172-9-750751,e85e4c3b-9088-4e94-8008-8627d59d8548,ДАВіО-172-9-75
a2dd80e8-bb5a-4dad-9a38-7830121bad03,ДАВіО-172-9-754763,e85e4c3b-9088-4e94-8008-8627d59d8548,ДАВіО-172-9-75
3a3c8009-eb19-4585-9068-c7e20334c106,ДАВіО-172-9-765778,97bc6a8d-72ff-48da-8fe2-cf591e79ab08,ДАВіО-172-9-76
2d982677-f580-49cd-9e9f-faa5f2e605ae,ДАВіО-172-9-780792,3c50d398-e597-4ded-b551-0ca355386d53,ДАВіО-172-9-78
84befe28-8a68-497e-a242-bb7bea381568,ДАВіО-24-1-447457,f207a9ad-19ea-45d0-ac03-c2e57eabbf37,ДАВіО-24-1-44
bfd88433-9bbd-4f6c-84a4-5fa61e46a352,ДАВіО-407-1-107282,6e278e6f-c7a1-407e-ba5e-e3f71cdd1e63,ДАВіО-407-1-10
1b932648-b5cc-470e-b670-13a4bbd91592,ДАВіО-904-1-372158,c3e52f3c-e24a-404b-864b-6b4ad743e1fe,ДАВіО-904-1-37
73c6e534-4618-447e-beeb-b67ff467065d,ДАВіО-904-16-82111,9ab2075e-b214-45ed-be36-f406e05585c4,ДАВіО-904-16-8
edfc375a-c242-4920-92e3-e066cfd1b8e5,ДАВіО-904-25-8659,9b1c30eb-342a-44ec-a453-1884f2938fd6,ДАВіО-904-25-8
391a4e08-900e-4a8f-8436-157cc7136ebf,ДАВіО-904-26-167215,3590521c-9280-4371-9c58-d4acd5057550,ДАВіО-904-26-167
59c9208c-77ac-4dd0-9209-a7c9f1faa3f7,ДАВіО-904-28-5260,2f1c629d-79f9-43ad-b63a-5910bf5149ea,ДАВіО-904-28-52
b5e2cbfa-0cf9-4f56-a1ca-ed3d79fe2bfd,ДАВіО-904-33-7142,5a4e9bdf-c9ba-4269-897e-627832f8c3d8,ДАВіО-904-33-71
a7c86edb-22b2-49f6-b209-f491cf5319d7,ДАВіО-904-38-23151,cfdac929-c361-49b8-8d0f-80b6911fa72c,ДАВіО-904-38-2
8f10f32f-7095-48f6-a910-097d2da0cbc6,ДАВоО-22-1-159300,12b6caa2-6cae-4744-87d1-ffe2c2e13583,ДАВоО-22-1-159
0a401713-f647-42fb-97e4-cf401aae059e,ДАВоО-22-1-214277,3d75533b-706e-4db0-995c-9cdc86df06d0,ДАВоО-22-1-214
ca1b15f9-a6b3-4d80-ae0f-1c2935428c2f,ДАВоО-22-1-214278,3d75533b-706e-4db0-995c-9cdc86df06d0,ДАВоО-22-1-214
1d556789-e486-4a55-88f3-24af78005121,ДАДнО-193-1-524628,3579f4f2-1461-4967-9650-f980540d6e8a,ДАДнО-193-1-52
60286f63-29e8-4963-8df0-b91cb85ed926,ДАДнО-193-1-524617,3579f4f2-1461-4967-9650-f980540d6e8a,ДАДнО-193-1-52
02a71f64-c83c-42d0-8ebb-c581e6ce019f,ДАДнО-193-1-524626,3579f4f2-1461-4967-9650-f980540d6e8a,ДАДнО-193-1-52
3f805c4a-75d7-4972-ba6d-810459adbdb0,ДАДнО-193-1-525623,3579f4f2-1461-4967-9650-f980540d6e8a,ДАДнО-193-1-52
884fd147-55dd-4230-8973-6ea4ee08b078,ДАДнО-193-1-524632,3579f4f2-1461-4967-9650-f980540d6e8a,ДАДнО-193-1-52
c18c3066-e712-4675-943c-8784ce9bdf78,ДАДнО-193-1-524631,3579f4f2-1461-4967-9650-f980540d6e8a,ДАДнО-193-1-52
44a9b0e9-8a6d-4149-b4bc-f309985b01d2,ДАДнО-193-1-581884,52adb7c0-4a6a-4da3-b0db-f99996299fb3,ДАДнО-193-1-58
e67127d7-48a3-47df-a010-b90a6f70bf20,ДАДнО-193-3-1081899,a79374aa-3870-4a1e-b191-79fcca6c89aa,ДАДнО-193-3-108
97439a01-928f-4551-a89a-ebb26d7c1d8a,ДАДнО-193-3-1631902,ec1cffe9-9aca-40f6-84f2-034655fedb80,ДАДнО-193-3-163
30071495-a986-44f6-ad84-73ad9e62fd57,ДАДнО-193-3-1671902,112689c4-4a9d-45be-9607-3bedc21da904,ДАДнО-193-3-167
164d5d09-28f0-43d0-804f-c36b97a25073,ДАДнО-193-3-2271899,bbbaaf02-0832-4c3b-ae64-2904cd171e07,ДАДнО-193-3-227
82d950b2-c93a-47b1-b6c5-94b82d56ec78,ДАДнО-193-3-2971887,da11a389-3ae5-48e7-b91d-5dad38ae5aa2,ДАДнО-193-3-297
e11ad334-f1ff-4445-b43d-3c503f9e8d50,ДАДнО-193-3-2981892,21d89e47-916f-4cfd-a761-898348acbbed,ДАДнО-193-3-298
db371736-cc0f-4811-b7bc-76f78b0240c3,ДАДнО-193-3-4641916,847791c8-e8bf-4196-9205-db8fd698ff8c,ДАДнО-193-3-464
79b8fc0e-c66c-4fc8-89b3-238b935557e8,ДАДнО-193-3-7601918,9c632ae9-6709-4cea-8294-4b0fc9f096aa,ДАДнО-193-3-760
b541cf71-6312-4968-80fd-6284975dc596,ДАДнО-193-3-881510,89d2da1f-0374-4297-96c9-2b7dd97ff57e,ДАДнО-193-3-88
c509f1fa-aa29-4c1d-b641-fabd92d9791b,ДАДнО-193-4-1531902,3a7172ea-c4a7-42b3-ad3c-4a48646e9f66,ДАДнО-193-4-153
b8a9e853-94e8-465a-9ce0-82993654f393,ДАДнО-193-4-2931904,8e4a7c6f-04d7-4f8c-9ea0-db7d6ae9a27b,ДАДнО-193-4-293
97a9f374-a6eb-4ac6-8087-f634254b360a,ДАДнО-193-4-3161901,b1f015f0-4e3a-4371-9b97-e912c8e6517d,ДАДнО-193-4-316
840f3ed5-eebc-4595-899a-cf2b4b6fc679,ДАДнО-193-4-5771911,43c4894d-619d-4333-be8f-7baef6e00016,ДАДнО-193-4-577
28d520c4-a28f-4572-9c09-e81cf45b7fa4,ДАДнО-193-4-6811910,3ac522e5-15f8-40a9-a6e5-4dde80371e7c,ДАДнО-193-4-681
b65a30ec-54cc-404a-9606-3e07c8df65c1,ДАДнО-193-8-31910,26420ae6-d219-4609-8bd1-a60ebab4df64,ДАДнО-193-8-3
30a4ceff-8ae4-4fae-8e67-e8eac2be581a,ДАДнО-193-9-671916,174dfe8b-b3a6-4173-a97c-5e2cb621a1cd,ДАДнО-193-9-67
088cb0ae-6098-4e48-be95-2928592c6d9f,ДАДнО-193-9-911917,fb998055-2e6f-41f3-9c19-feaf77c20da1,ДАДнО-193-9-91
6babf21c-cfb3-4283-8432-f40658393452,ДАДоО-221-1-2891,528fef40-efa3-41f4-81ce-d07f4804b450,ДАДоО-221-1-2
7694e80b-65e8-41f4-a26c-edbaf1e3ffb2,ДАДоО-298-1-31163,dadc19b0-89b3-4fd4-8a97-48edec809377,ДАДоО-298-1-3
80f0cbc6-3b25-4bd7-a21b-22e1576daabf,ДАДоО-311-1-24113,0b08d38b-971f-424e-824f-edd73bc38d1f,ДАДоО-311-1-2
51c7bc33-0501-482a-9cc1-b87a53d3dd0b,ДАДоО-370-1-20125,629bf3b3-85a4-4caf-a8f7-9436a2dd1d7f,ДАДоО-370-1-2
0a3f344a-5006-4b3f-83aa-9da8aeb309df,ДАДоО-430-1-34143,b0aaa595-cbea-4ba4-b9d2-e7c9ebd92266,ДАДоО-430-1-3
dcd29e90-0859-4238-9bec-2ec769ec2b34,ДАЖО-1-36-13332,a8906901-eaad-45cd-9d6e-3af6df1157d0,ДАЖО-1-36-13
cb95b25c-0a86-4647-80c9-1309619efdf9,ДАЖО-1-77-13101919,ea910501-4fd0-4b05-b771-124a5b084eaa,ДАЖО-1-77-1310
aab98bba-310a-4b86-91b9-6391a60040fb,ДАЖО-1-77-19181927,dc0fd5be-de6d-477d-a84d-6d9f27a186ad,ДАЖО-1-77-1918
14134805-49e1-457b-b2f2-8b0e4c1611e2,ДАЖО-1-77-19391947,2c9ca1bc-0518-4066-99d1-5ab08e0d5f4d,ДАЖО-1-77-1939
011b6f49-3802-4891-a12f-e4057b1e87b2,ДАЖО-1-77-2209487,518a0a3b-d342-4ad8-b8be-ff056fdea92d,ДАЖО-1-77-220
1b2a3321-861b-49c7-a4a4-050a998244f6,ДАЖО-1-77-2221496,14a14516-90d3-416c-b9c7-e2f2d85a6368,ДАЖО-1-77-222
57a54771-f491-4c2b-aa99-73ab052315b9,ДАЖО-1-78-10111014,da8d63c2-72d5-437c-9e6d-7564eaa582d8,ДАЖО-1-78-1011
418269cc-bb48-4e7e-a7ee-4af6575d217c,ДАЖО-1-78-10361039,d40a0dc1-dd9c-44bb-8f73-ac95773b1343,ДАЖО-1-78-1036
da845c5d-7bef-4fa2-8f68-38d0d1518f8a,ДАЖО-1-78-10591062,8c2b16bd-b880-4bc5-80f9-5cd669db9ce4,ДАЖО-1-78-1059
fa570f76-3adf-4673-ab56-e04c37e1f94a,ДАЖО-1-78-10811084,26a114e9-1807-4d8c-9091-0f74148ac12c,ДАЖО-1-78-1081
5ba0e42a-5214-4b09-89da-155506bb4f8b,ДАЖО-178-51-2711828,046a9c17-02bd-48bd-b50e-f0b54a7a309b,ДАЖО-178-51-271
a105e83f-2de7-4e2c-a8e3-e495a3cbc648,ДАЖО-178-53-135664,aa3cd3e9-3f03-417b-8046-abfa74a6ca57,ДАЖО-178-53-135
972d3015-201c-4972-8a38-32f5b93736be,ДАЖО-638-1-428,3f4d1632-81d8-44b9-883f-9f1a5a749ebe,ДАЖО-638-1-4
b8ec2181-b6a5-42d8-88d4-6ddc15b366f5,ДАЗкО-Р1606-9-72739,460dee00-8174-4f20-a8ba-89af52d0134e,ДАЗкО-Р1606-9-7
d33fbb6c-e2b0-40c9-ac32-d5c7ed618f55,ДАЗпО-239-1-355,c69c08ea-9d22-424e-97ad-db5fbdccfe2d,ДАЗпО-239-1-3
8a1816eb-b695-42ca-9975-8213534dc1e3,ДАЗпО-246-1-197422,c36b0fec-33c9-4a7b-914a-3c30af54a28e,ДАЗпО-246-1-19
62cfd756-c6d2-4a42-b6dc-36481229518b,ДАЗпО-Р5593-1-259362,358ca6a2-e183-4b14-9006-bf2265971292,ДАЗпО-Р5593-1-25
c34e40c9-f688-4e5b-a599-7cdb65f04f35,ДАЗпО-Р5593-2-1441391,16fd8ff9-6b9c-4acb-adfa-9c5f5736757e,ДАЗпО-Р5593-2-144
cf85552b-2d85-44ae-8f77-71bea49ddb89,ДАЗпО-Р5593-2-662484,73bd66aa-d7f8-4e78-8fd9-d93ed2ab17c2,ДАЗпО-Р5593-2-66
53270a26-4859-48a4-89fb-707ae38ba7ed,ДАЗпО-Р5593-3-305322,6c68fddf-f6e9-4da6-8d14-5408d793408b,ДАЗпО-Р5593-3-30
0067c182-94b4-46c5-9fee-ea4397826262,ДАК-312-1-690,0ad5adb1-750a-4ac9-a15a-38dbe7b36125,ДАК-312-1-69
b7c8861e-4bcf-431a-813b-5a8fe136ba60,ДАКО-297-1-3882,c4093239-17e5-4827-adca-51f156bd554f,ДАКО-297-1-388
00baa455-8ff4-4c22-be7b-06d6a7b3e936,ДАКрО-113-1-458,f6c4ac42-25ad-44e9-a824-bfa5693cc5cb,ДАКрО-113-1-4
815ddd20-600d-4e83-812e-345d1a7b0e0d,ДАКрО-115-1-42408,8a1a8a51-3fbd-4262-ae0a-28e5ef76e2a1,ДАКрО-115-1-4
90463cca-6e32-441c-8c47-e947ae842530,ДАКрО-117-1-41497,685224cf-e40b-4940-b287-29b9ed27e895,ДАКрО-117-1-4
5da21a84-e4d8-4b76-be87-e135eb541986,ДАКрО-122-1-437,712b3788-db8d-4de9-bdbf-f4991d69bcf3,ДАКрО-122-1-4
083a5e70-d022-4e6f-9878-f42b8a691847,ДАКрО-127-1-22460,1b7700f2-dae1-4f37-b9f8-16a780830897,ДАКрО-127-1-2
c99b71e4-7df4-4569-ac05-54b4ed25000e,ДАКрО-144-1-25500,3415a4ef-a02d-4222-8194-6738997fbe19,ДАКрО-144-1-2
dfb9375f-d357-4302-8bdc-2f06656b9568,ДАКрО-155-1-28467,fc313ea0-fa89-4d08-adbb-5b939965603d,ДАКрО-155-1-2
239da540-7bc1-48bb-878c-9948d53913cb,ДАКрО-164-1-409,f8fd4108-c888-485b-83ec-3bd61bd6e0d0,ДАКрО-164-1-4
a675e710-f75c-4343-ace9-91a40104a49d,ДАКрО-189-1-69393,7bbcda96-eb10-4bb2-8100-cdebd9634013,ДАКрО-189-1-6
9369a76f-306c-4c1f-ba73-8d33f4bafad1,ДАКрО-317-7-12981299,70e41c52-2c03-420d-aa0a-638e04d8bf0e,ДАКрО-317-7-1298
b7e9d6a1-32ac-42d5-9d5f-f6baab81d8ef,ДАКрО-344-1-441,17bc43bd-c110-41da-b92d-78c0f5e355d3,ДАКрО-344-1-4
8c102077-7a54-413a-bbd0-7009f38cf8ef,ДАКрО-345-1-47474,206e9a95-2b86-4c25-bc55-1946a5f488fd,ДАКрО-345-1-4
30161f6c-7157-4be9-b8c0-dcfe0baeec4c,ДАКрО-579-1-400,62f3da0b-77e6-4590-959f-6e8f95900f39,ДАКрО-579-1-4
467f7661-1cf5-4664-ab8b-9fe1ff63b31d,ДАКрО-590-1-56401,d1070e8d-11c3-4e68-a81b-37c69009c287,ДАКрО-590-1-5
7c8fb739-7727-4928-82b8-1e22f09cc519,ДАКрО-640-1-22445,bec8011b-a8a8-48e3-9612-f824f2d6fdc2,ДАКрО-640-1-2
8f9524e1-30e0-41c2-9d34-8719046eff55,ДАКрО-643-1-453,ecdb3d8e-cba5-4579-a954-706f8ebed563,ДАКрО-643-1-4
b38e8320-1180-4415-b8b0-8ea71e68760b,ДАКрО-646-1-28417,c3d82535-f204-4f74-bf36-a510c22f9406,ДАКрО-646-1-2
8eb99356-bca1-4b7a-866d-a10458a7862e,ДАКрО-674-1-421,bbf78d53-57c3-4597-ad65-c1a3e279d93f,ДАКрО-674-1-4
e8567309-8c8d-4746-b94b-c0d4be51809d,ДАКрО-689-1-514,d286d9f3-67c2-4109-a1f2-b570f86e6118,ДАКрО-689-1-5
da45d4b4-03e7-4be7-b592-685926e4cecc,ДАКрО-763-1-486,b8cd73b7-d271-480f-8356-a2334d83ac5f,ДАКрО-763-1-4
08bd428b-c0c7-4d71-a91e-414973632ea9,ДАКрО-97-1-68495,b0375849-0c0b-4a19-b448-9262b70e664b,ДАКрО-97-1-6
ab651806-02bb-48af-9a49-edf987102fc1,ДАЛуО-126-1-106430,d3dce509-f10b-496f-bcb3-66e8892a8156,ДАЛуО-126-1-10
41823651-c10e-4a2d-b2fd-cf2aba7984c1,ДАЛуО-126-11-6373,bc6798d4-8d4f-4551-b29c-34fa3b970dcc,ДАЛуО-126-11-6
f1560af8-e25e-4549-aa12-ae8f9ffa6d39,ДАЛуО-126-15-20318,0d3f1ea7-1f64-40a6-8ff7-3c53192c3344,ДАЛуО-126-15-20
fac38f07-738b-4506-aceb-86882a79048c,ДАЛуО-126-18-150427,30097e7a-3ea3-4aa5-a4cd-d414249528d0,ДАЛуО-126-18-15
c3b87775-2653-4e0f-b884-1c2329dd65e5,ДАЛуО-126-23-1961911,a36fe2bc-89f6-4287-8652-a94c2ba4fae2,ДАЛуО-126-23-196
9cb62b03-58de-44f2-b2d4-32cca8f13c5f,ДАЛуО-126-26-421884,2165977d-a4a9-4504-8615-1546e1a7cbd9,ДАЛуО-126-26-42
109f4f70-0578-44b6-b7d7-24b0fc05b8f8,ДАЛуО-126-29-260356,4f91a731-d8dc-456d-b1fa-11d85fa8aa30,ДАЛуО-126-29-26
6606c95f-9200-4e38-835c-fe32dc9d1673,ДАЛуО-126-4-19395,521422b8-2641-40f8-862f-2ed26df02d4f,ДАЛуО-126-4-1
99f97f47-72b3-422b-b4e2-a2f1ed93eb63,ДАЛуО-126-9-418,486ecd74-f253-4c1d-a8bf-65a71fb45203,ДАЛуО-126-9-4
c59e9a2a-4319-4589-8a25-c4704afebf71,ДАОО-1-174-221869,ac871c77-67cc-4b9d-b068-7b692dbf0474,ДАОО-1-174-22
885864fb-3034-47d1-bac0-751759389988,ДАОО-18-1-1572,c9cd5326-2f4f-4aed-87c9-fceabceb3973,ДАОО-18-1-157
e75087f4-7a40-47d1-aa4a-0bbf91423005,ДАОО-18-1-1991,c981eb00-4512-460a-bac9-6c8c7a91cfed,ДАОО-18-1-199
1589784e-08c9-4cae-9354-38f79f28df23,ДАОО-37-13-1191487,75aa01d9-7e9a-4a81-8825-87186ad99424,ДАОО-37-13-119
722f37ff-9823-4a02-8c83-d0a6aa758e5e,ДАОО-37-13-1211503,9e2e3914-2818-4f59-b872-650dbd666e8d,ДАОО-37-13-121
769334ab-2f76-481f-a606-214ecce04174,ДАОО-37-13-1218511,9e2e3914-2818-4f59-b872-650dbd666e8d,ДАОО-37-13-121
82d7ddd8-1319-438d-93d3-2688606b3179,ДАОО-37-13-1230508,722ef689-ec16-4ff0-a347-07f1742be4ac,ДАОО-37-13-123
afd374fa-5bd4-4456-8e76-4afa1a17d69d,ДАОО-37-5-238,7543782e-f6a8-4dde-95e7-19c2f055574f,ДАОО-37-5-2
5d93434a-c221-4b4f-83ca-e5f28fa2c7fa,ДАПО-1011-14-598,75372b5a-b557-4d50-bbef-a33de9a094fa,ДАПО-1011-14-5
ee1ac103-7d84-42d0-bcbf-a52b98eb7a4d,ДАПО-1011-14-596,75372b5a-b557-4d50-bbef-a33de9a094fa,ДАПО-1011-14-5
944521c9-e551-4cfd-bea7-4b4d4778eaad,ДАПО-801-1-4518646,df34d4cf-7372-47e6-8f4a-571f6ee9b588,ДАПО-801-1-451
8f3a7cea-d988-4e84-8e1c-92a077056bbf,ДАПО-801-1-4523535,15848d9f-724d-4e49-94a5-8a913eb84590,ДАПО-801-1-452
6cbf3c9e-2025-46e7-b689-7648b970faeb,ДАПО-801-1-4534566,a4ec29e8-114e-46c2-b9c1-70853f6405db,ДАПО-801-1-453
20aee915-6932-47e1-95a0-d409c3217568,ДАПО-801-1-4557542,6d982198-e3da-4940-9955-39fab8720487,ДАПО-801-1-455
cc8da39b-62bb-45f2-acdf-a49af80ba53f,ДАПО-801-1-4553591,6d982198-e3da-4940-9955-39fab8720487,ДАПО-801-1-455
2cfedfb2-088a-4508-8037-89d32528618d,ДАПО-801-1-4550590,6d982198-e3da-4940-9955-39fab8720487,ДАПО-801-1-455
899a826f-1cca-41a3-a03b-22bc369617d7,ДАПО-801-1-4564612,283938d9-a49d-4f57-bed6-a7c26bdeecf0,ДАПО-801-1-456
4150a147-afba-4be3-a2f0-b5a854a46dff,ДАПО-801-1-4577637,ee60bc4b-ead4-4a11-ae46-075bbbc4ba09,ДАПО-801-1-457
8b1de63e-a79d-48f4-b4dc-39041c5a5d74,ДАПО-801-1-4594699,96e5db35-370d-42d6-a413-ca86d6ac1cfa,ДАПО-801-1-459
