oc_id,parsed,target
e9c5d0b1-cf7c-4a1a-925b-ae2655b493cc,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
06aaa2cd-7b95-4529-9393-7694b08d1478,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
9fa63ca2-a6c3-4e73-8633-1d04e0ae8d0f,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
b67e2393-5b03-4c34-9e72-9ca2aeb7393c,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
ed8f5d47-9738-4c82-8713-8f4a7c5a64fa,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
bef680b0-909c-4d20-ab8b-09dd2a0a90cf,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
7b1ca214-edf7-428b-8b6f-46d1a104331a,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
ce8561a6-f298-463f-a826-9328618a60f5,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
d312cd55-5d34-41a7-8141-d5383dc876ae,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
e3642316-e0dc-4e8f-b8e6-61c1210756a2,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
1e170279-6a59-4341-a062-2eb50894670f,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
1ebc1ba6-d9b0-464f-8012-37006a1f76db,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
773cb3f3-c766-4ab0-8ded-4ccab6a27ef6,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
de57c59d-6955-4e5c-bea5-004676885c83,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
6b8f4323-bc6f-498b-b9a6-24c8bfd7a9bb,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
af5c84b3-2c79-49e3-af89-5b9d90baa7c5,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
267f4a12-f392-4ccb-a561-e74345e664ce,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
2186736e-7bcc-4d57-9684-27359f17a3f1,ГДАСБУ-11-1-769,ГДАСБУ-11-1-769
277498c5-12c1-4385-b867-a29876a1e007,ГДАСБУ-16-1-1,ГДАСБУ-16-1-1
