oc_id,parsed,target
b281baf8-51a0-4858-be07-222c6fab7833,"ДААРК-(142-1-134+++142-1-134+++Ф. 142, о. 1, д. 134 Рождения 1882 (стр. 45-52))",ДААРК-142-1-134
7f01ea0c-dd1d-4c5b-b121-c0888b0efce1,"ДААРК-(142-1-205+++142-1-205+++Ф. 142, о. 1, д. 205 Рождения, бракосочетания, смерти 1886 (стр. 33-130))",ДААРК-142-1-205
d968a414-5ede-4fc3-bc52-4e4f15fad6c5,"ДААРК-(142-1-205+++142-1-205+++Ф. 142, о. 1, д. 205 Рождения, бракосочетания, смерти 1886 (стр. 130-223))",ДААРК-142-1-205
a3731ae4-854a-4a8c-a95d-62903e943012,"ДААРК-(142-1-205+++142-1-205+++Ф. 142, о. 1, д. 205 Рождения, бракосочетания, смерти 1886 (стр. 1-32))",ДААРК-142-1-205
ac7cfb87-2881-4e5d-b705-c947e2c1d5be,"ДААРК-(142-1-331+++142-1-331+++Ф. 142, о. 1, д. 331 Рождения, бракосочетания, смерти 1894 (стр. 277-339))",ДААРК-142-1-331
13bc1d2b-4160-49e3-b772-b6680f25dccb,"ДААРК-(142-1-502+++142-1-502+++Ф. 142, о. 1, д. 502 Рождения, бракосочетания, смерти 1902 (стр. 44-149))",ДААРК-142-1-502
096dc3a5-a0b2-4243-ab49-b6858565a33a,"ДААРК-(142-1-543+++142-1-543+++Ф. 142, о. 1, д. 543 Рождения, бракосочетания, смерти 1901 (стр. 96-117))",ДААРК-142-1-543
c022aa9b-f24a-4239-ac84-f056b6e76cbb,"ДААРК-(283-2-2+++283-2-2+++Ф. 283, о. 2, д. 2 Рождения, бракосочетания, смерти 1865)",ДААРК-283-2-2
464d2761-bf0c-401c-acb6-195f15cce944,"ДААРК-(283-2-3+++283-2-3+++Ф. 283, о. 2, д. 3 Рождения, бракосочетания, смерти 1871-1873)",ДААРК-283-2-3
0e3e1d3f-3b78-4bcb-ade8-86a96438f11d,"ДААРК-(283-2-4+++283-2-4+++Ф. 283, о. 2, д. 4 Рождения, бракосочетания, смерти 1874-1877)",ДААРК-283-2-4
a82f0960-07e1-46a9-b1d6-47d395083a48,"ДААРК-(287-1-1+++287-1-1+++Ф. 287, о. 1, д. 1 Рождения, бракосочетания, смерти 1843-1847)",ДААРК-287-1-1
2d8cd2f1-f621-41a5-83cd-2ed8bb985898,"ДААРК-(287-1-2+++287-1-2+++Ф. 287, о. 1, д. 2 Рождения, бракосочетания, смерти 1848-1851)",ДААРК-287-1-2
e72d3125-6160-4fcd-ad37-7021a5105a63,"ДААРК-(287-1-3+++287-1-3+++Ф. 287, о. 1, д. 3 Рождения, бракосочетания, смерти 1852-1855)",ДААРК-287-1-3
07ed6bd3-b166-4ce1-aee5-697a7fb9d79c,"ДААРК-(287-1-3+++287-1-3+++Ф. 287, о. 1, д. 3 (продолжение) Смерти 1855)",ДААРК-287-1-3
1b991733-01fe-4aff-b591-8ae9ed74577d,"ДААРК-(287-1-4+++287-1-4+++Ф. 287, о. 1, д. 4 Рождения, бракосочетания, смерти 1856-1859)",ДААРК-287-1-4
c75f3cff-dc25-4491-8f5f-f2bfe2a75f1e,"ДААРК-(287-1-5+++287-1-5+++Ф. 287, о. 1, д. 5 Рождения, бракосочетания, смерти 1860-1863 (ошибка на титульном листе))",ДААРК-287-1-5
33295460-ea1a-427b-b6a0-0fef76b3d560,"ДААРК-(288-1-1+++288-1-1+++Ф. 288, о. 1, д. 1 Рождения, бракосочетания, смерти 1809-1810 -- Рождения, бракосочетания, смерти 1812-1830)",ДААРК-288-1-1
9786f439-2a41-4a41-bb2b-5ad4a062ab22,"ДААРК-(288-1-2+++288-1-2+++Ф. 288, о. 1, д. 2 Рождения, бракосочетания, смерти 1831 -- Рождения, бракосочетания, смерти 1833-1843)",ДААРК-288-1-2
7fee31ee-020e-485c-be7f-6a3ef1b716f0,"ДААРК-(288-1-3+++288-1-3+++Ф. 288, о. 1, д. 3 Рождения, бракосочетания, смерти 1843-1845 -- Рождения, бракосочетания 1846)",ДААРК-288-1-3
034aa877-9e76-4f9e-949f-7752169bb35d,"ДААРК-(288-1-3+++288-1-3+++Ф. 288, о. 1, д. 3 (продолжение) Бракосочетания, смерти 1846 -- Рождения, бракосочетания, смерти 1847-1850)",ДААРК-288-1-3
9a76b1cf-7a0b-4e6b-aeb0-dc91b0dc7a21,"ДААРК-(288-1-4+++288-1-4+++Ф. 288, о. 1, д. 4 Рождения, бракосочетания, смерти 1851-1856)",ДААРК-288-1-4
f68294ad-689f-45bb-9424-1885b1a14c1b,"ДААРК-(288-1-5+++288-1-5+++Ф. 288, о. 1, д. 5 Рождения, бракосочетания, смерти 1857-1865)",ДААРК-288-1-5
f00b800c-2275-4057-af9f-010ce38bf36d,"ДААРК-(288-1-7+++288-1-7+++Ф. 288, о. 1, д. 7 Рождения, бракосочетания, смерти 1866-1871)",ДААРК-288-1-7
2ce8c7f8-bf23-43d8-810e-743070560f0a,"ДААРК-(288-1-8+++288-1-8+++Ф. 288, о. 1, д. 8 Рождения, бракосочетания, смерти 1975-18)",ДААРК-288-1-8
