copy_id,parsed,full_code,file_id
509c5c2f-369a-4d60-bc92-c67d84e21fca,ДААРК-(1420-1-632+++1420-1-632+++1420-1-632),ДААРК-1420-1-632,f63bcd2a-b3b5-4f42-b21c-8b1e7452e543
6d499bf8-bef6-403f-842e-90f2ba0fe89e,ДААРК-(1420-1-633+++1420-1-633+++1420-1-633),ДААРК-1420-1-633,c8208c38-a634-44a6-b2f9-75d06c64878e
9d0a7e7c-e9f0-41f4-92f7-12ea130c28b3,ДААРК-(1420-1-634+++1420-1-634+++1420-1-634),ДААРК-1420-1-634,dd5a13a7-9331-4ffe-8c4b-a97564ffb4bd
eccc2c5e-9a38-49e8-9fae-3d98701a8ee9,ДААРК-(1420-1-635+++1420-1-635+++1420-1-635),ДААРК-1420-1-635,89880e63-7934-4815-9751-a4787814563f
f86cb707-ec69-475b-b613-ee5ddb4b7be8,ДААРК-(1420-1-636+++1420-1-636+++1420-1-636),ДААРК-1420-1-636,387755ea-b099-4697-a17e-e739ddc73401
c387ca19-2e33-43c1-9696-66a2f787de65,ДААРК-(1420-1-637+++1420-1-637+++1420-1-637),ДААРК-1420-1-637,42e86a11-6007-4b48-8538-11d975a897f9
15c23c89-eb1f-444c-9bf6-bdb7dadc6adc,ДААРК-(1420-1-670+++1420-1-670+++1420-1-670),ДААРК-1420-1-670,4622fe80-7052-49c3-ab0f-b816880bc798
1e60116c-e6c4-48eb-91fe-ac6f610228e6,ДААРК-(1420-1-671+++1420-1-671+++1420-1-671),ДААРК-1420-1-671,d3e8ecc6-3f83-4403-97fa-7eb099fd4d5c
14e6fdde-ddec-4ba1-974a-4933c890c3bb,ДААРК-(1420-1-672+++1420-1-672+++1420-1-672),ДААРК-1420-1-672,d9bef226-d5a4-451a-a889-21c4d56c0f88
9d9d06d5-7f60-40c9-a530-bd9e9b7b52cb,ДААРК-(1420-1-673+++1420-1-673+++1420-1-673),ДААРК-1420-1-673,fece9c20-77a5-45ca-90aa-b7793a76952a
2f64ec21-31f3-4abe-9c3c-a0584ad3b2cc,ДААРК-(1420-1-674+++1420-1-674+++1420-1-674),ДААРК-1420-1-674,a8ecc801-432d-49f6-8ec0-337d55ddc056
137e636d-cbb6-456a-bfc8-483472dfcdb8,ДААРК-(1420-1-675+++1420-1-675+++1420-1-675),ДААРК-1420-1-675,9e014071-344c-4eed-8ec4-4f1257af4a76
420e87ba-15aa-4fbb-83ca-d52bdaef086b,ДААРК-(1420-1-697+++1420-1-697+++1420-1-697),ДААРК-1420-1-697,5b705ffb-6b9a-4b6a-bae0-435b8634f2c3
9a985e21-2ca8-4c22-a5b2-5e2a3ea970ea,ДААРК-(1420-1-698+++1420-1-698+++1420-1-698),ДААРК-1420-1-698,bd271725-2400-4fd3-bf24-b15a600b8f49
581e351a-772a-4c2e-befe-84cfed6ade42,ДААРК-(1420-1-699+++1420-1-699+++1420-1-699),ДААРК-1420-1-699,83aca846-7dae-4185-9326-9055917fd3ac
d6a47033-30cd-4bf5-a47a-22e3fad05a03,ДААРК-(1420-1-701+++1420-1-701+++1420-1-701),ДААРК-1420-1-701,d1b65cb5-f0d0-47be-8f9e-f9cc09d5ac58
f5e3fdbf-2388-4b9d-94c2-888dfa29d4b4,ДААРК-(1420-1-702+++1420-1-702+++1420-1-702),ДААРК-1420-1-702,2803981c-61e9-488b-a7f6-42d1c5e27d1f
bf7a6a0c-1184-4fc5-9763-a11518e7f514,ДАВоО-(244-1-1+++244-1-1+++244-1-1),ДАВоО-244-1-1,5ff0c20c-a41b-41be-badd-6fe78ad3da15
4d34567a-d17d-40cf-a8c5-436a1338a69c,ДАВоО-(244-1-10+++244-1-10+++244-1-10),ДАВоО-244-1-10,66825504-e047-461a-a8d6-bf8c2b3600b9
1162c322-ff3f-43a6-8f51-23888a915eb3,ДАВоО-(244-1-11+++244-1-11+++244-1-11),ДАВоО-244-1-11,5e86f488-578b-4820-a0e8-0a81e3442fc5
31468b07-b747-4f85-9e49-e75bab6e5f26,ДАВоО-(244-1-12+++244-1-12+++244-1-12),ДАВоО-244-1-12,d5fd15bf-82fa-48bb-bbd9-d6f882729263
70ed781e-b386-42f4-a0d2-ffeff0a5a32d,ДАВоО-(244-1-13+++244-1-13+++244-1-13),ДАВоО-244-1-13,28383cd1-bbf1-4a8d-9504-e7c7b3bc7b9e
03bf6ee0-6f87-40ee-b0b6-bcb932915f99,ДАВоО-(244-1-14+++244-1-14+++244-1-14),ДАВоО-244-1-14,d362f258-f449-404e-a410-614b140cca94
f9ca667f-df37-4de0-9255-a454ecbda174,ДАВоО-(244-1-15+++244-1-15+++244-1-15),ДАВоО-244-1-15,e9ac686e-fedd-49c2-b6f3-c3130a9568d2
e9ffd757-7d62-468e-b9d6-8ac481983269,ДАВоО-(244-1-16+++244-1-16+++244-1-16),ДАВоО-244-1-16,17cf0ffe-8a2a-49e0-8ceb-b71e752f890d
e4bbd566-139a-4f83-94b8-b54b84b9c54f,ДАВоО-(244-1-17+++244-1-17+++244-1-17),ДАВоО-244-1-17,19717228-cd1b-4e20-b070-342afd9b5f6d
e952e872-c2e8-49b7-a187-c5ff9a4847f1,ДАВоО-(244-1-18+++244-1-18+++244-1-18),ДАВоО-244-1-18,57c46a3c-03a8-4fda-aef9-44fa1e1a6a51
bb78532a-8300-46ff-bebe-513285dddbdb,ДАВоО-(244-1-2+++244-1-2+++244-1-2),ДАВоО-244-1-2,0ec419ef-1000-4d4f-8a13-2e5517b58448
0f92685e-de8a-41ea-ab6c-2a934ca14e62,ДАВоО-(244-1-20+++244-1-20+++244-1-20),ДАВоО-244-1-20,ab24700d-a78c-4c41-9ad6-2a778afb9516
47cbac6e-57e5-4dda-af90-02f9daa8dc1f,ДАВоО-(244-1-21+++244-1-21+++244-1-21),ДАВоО-244-1-21,7cb7c238-5571-4029-b0bd-0dedc0b7f163
bfdcac2f-f115-4762-869a-d7efe23f3d72,ДАВоО-(244-1-22+++244-1-22+++244-1-22),ДАВоО-244-1-22,8766fad6-9fb0-42fe-87b0-8f139a96b1df
a1f887d4-a457-4c02-bcee-06de7ecaa682,ДАВоО-(244-1-23+++244-1-23+++244-1-23),ДАВоО-244-1-23,e217e897-7e0e-4e78-ab60-9bab48f0a605
bf431dc1-da9b-4337-a17f-08fae4162cb8,ДАВоО-(244-1-24+++244-1-24+++244-1-24),ДАВоО-244-1-24,34b82b87-c7af-406b-a018-77bafb5f7a65
518f3ab4-143b-4718-b585-92c191657cfd,ДАВоО-(244-1-25+++244-1-25+++244-1-25),ДАВоО-244-1-25,78e69ab0-712b-40ec-8bfa-888f6411ec48
9c0a1fe1-cea8-44ce-9c27-c1251aabced4,ДАВоО-(244-1-26+++244-1-26+++244-1-26),ДАВоО-244-1-26,876dd8b0-22c9-4417-bb95-b50931425af8
dd3e101b-ec9f-4a2e-a4a2-0a14b7e67f49,ДАВоО-(244-1-27+++244-1-27+++244-1-27),ДАВоО-244-1-27,55cfbb29-e230-4c29-9e69-bd568b790c81
d64a568b-2d79-46c5-8f1e-389294849992,ДАВоО-(244-1-28+++244-1-28+++244-1-28),ДАВоО-244-1-28,00881728-12e5-4a45-bffd-d718578af03e
5ba95b70-7875-4cca-a8a2-331a60343a7e,ДАВоО-(244-1-29+++244-1-29+++244-1-29),ДАВоО-244-1-29,1954e27d-13a1-439c-a5ad-8616f7d032ff
21a10b8c-90d9-47df-8a32-b47634905ca6,ДАВоО-(244-1-3+++244-1-3+++244-1-3),ДАВоО-244-1-3,b9206c16-cb65-4d46-8a43-e364403a5f49
cd7cea63-a403-4a00-b9d0-fb83668dfad1,ДАВоО-(244-1-30+++244-1-30+++244-1-30),ДАВоО-244-1-30,51857025-8cb4-471f-ae70-9faffa073ab4
20f760a5-98a2-489c-998d-d85725d842cf,ДАВоО-(244-1-31+++244-1-31+++244-1-31),ДАВоО-244-1-31,34299826-68fa-4fc4-a81b-a1b2fea97e6b
9f412db4-86fd-4a43-992d-54bef4201490,ДАВоО-(244-1-32+++244-1-32+++244-1-32),ДАВоО-244-1-32,d6eff1bf-156e-4b09-b6ba-f92f3b423f2d
b8b8fe22-d8eb-4dab-8df3-f9003fdbf937,ДАВоО-(244-1-33+++244-1-33+++244-1-33),ДАВоО-244-1-33,ef7771fc-ab5b-48e8-aa59-59740ce222bc
b92e7ea8-d65d-4bd9-9b0a-af4ed17ccf56,ДАВоО-(244-1-34+++244-1-34+++244-1-34),ДАВоО-244-1-34,41ae1138-10f9-4eca-bed6-9eb25a2fa0eb
fe4b5f40-22f1-4b3a-90eb-4ea6e225ebc1,ДАВоО-(244-1-35+++244-1-35+++244-1-35),ДАВоО-244-1-35,c41db27a-a6c5-450f-b15b-cc13aedca65c
bf37d0cc-be1f-4cb5-b797-f2a0a920190b,ДАВоО-(244-1-36+++244-1-36+++244-1-36),ДАВоО-244-1-36,00a2e997-0e9b-4975-a29f-1be52690d198
5cd905c5-966a-4a04-b861-559febd5f539,ДАВоО-(244-1-37+++244-1-37+++244-1-37),ДАВоО-244-1-37,453cbc26-1ef4-40d5-a1fb-a573088d7380
8e9a8732-9c3f-403e-b26c-ac751b456a7b,ДАВоО-(244-1-38+++244-1-38+++244-1-38),ДАВоО-244-1-38,8b8bef14-6c36-42f4-bc1f-823ccc4f1a67
698b5eee-ba5b-469b-a84a-884ee5f2392d,ДАВоО-(244-1-39+++244-1-39+++244-1-39),ДАВоО-244-1-39,f8789900-f110-48c6-a0b8-624c68220564
f3fea68e-8066-480e-b517-8a21353fcb32,ДАВоО-(244-1-4+++244-1-4+++244-1-4),ДАВоО-244-1-4,53f2c6d7-d9ed-439a-a9d5-357838fbca2c
9561fbc4-0b28-4ae3-941b-2ea793b700d5,ДАВоО-(244-1-40+++244-1-40+++244-1-40),ДАВоО-244-1-40,d49d4170-2d47-4cf3-b96a-a82299b51d37
c6878fcf-eaef-4df7-8d7a-8859427264e5,ДАВоО-(244-1-41+++244-1-41+++244-1-41),ДАВоО-244-1-41,2f157ccb-8230-4a09-9983-534f24f5d8c3
1b570953-caea-4534-9f54-0b96651d0f68,ДАВоО-(244-1-42+++244-1-42+++244-1-42),ДАВоО-244-1-42,42f19b29-69c6-4832-8581-6859a96d6227
02a26532-63b9-4fd9-a08a-7b8e25c529ed,ДАВоО-(244-1-43+++244-1-43+++244-1-43),ДАВоО-244-1-43,45ebec00-a0a5-400e-b605-d4fc6c99ae10
1e10ca5e-5858-4450-9f8e-b650b3c10ed6,ДАВоО-(244-1-44+++244-1-44+++244-1-44),ДАВоО-244-1-44,47946476-3f68-46f5-afea-f68232a313d7
74123c9f-ffa1-4540-bd31-4bb7d88ac58d,ДАВоО-(244-1-45+++244-1-45+++244-1-45),ДАВоО-244-1-45,149feced-7a21-41d3-bf7e-e3ecdc95ce82
